NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Luuk de Jong,Sevilla FC,Spain Primera Division,ST,Gold,82,72,43,67,64,82,78
Bas Dost,Eintracht Frankfurt,Germany 1. Bundesliga,ST,Gold,82,70,72,78,80,82,77
Giacomo Bonaventura,Milan,Italy Serie A,CM,Gold,82,80,72,77,87,51,58
Suso,Milan,Italy Serie A,RW,Gold,82,69,74,81,77,82,79
Jérôme Roussillon,VfL Wolfsburg,Germany 1. Bundesliga,LB,Gold,82,55,35,54,58,84,72
Lucas Biglia,Milan,Italy Serie A,CDM,Gold,82,71,49,69,65,83,81
Andrea Belotti,Torino,Italy Serie A,ST,Gold,82,61,82,64,76,49,74
Morales,Levante UD,Spain Primera Division,ST,Gold,82,91,79,79,82,40,67
Aduriz,Athletic Club de Bilbao,Spain Primera Division,ST,Gold,82,81,78,77,84,44,73
Jesse Lingard,Manchester United,England Premier League,CAM,Gold,82,74,37,66,65,81,79
Iñaki Williams,Athletic Club de Bilbao,Spain Primera Division,ST,Gold,82,71,49,57,57,82,85
Mario Balotelli,Brescia,Italy Serie A,ST,Gold,82,88,70,73,76,74,81
Rúben Neves,Wolverhampton Wanderers,England Premier League,CM,Gold,82,83,76,78,81,37,62
Stefan Lainer,Borussia M'gladbach,Germany 1. Bundesliga,RB,Gold,81,83,69,80,83,40,64
Ramy Bensebaini,Borussia M'gladbach,Germany 1. Bundesliga,LB,Gold,81,79,76,82,84,54,67
Robert Skov,TSG 1899 Hoffenheim,Germany 1. Bundesliga,RM,Gold,81,79,73,79,83,44,63
Patrick Herrmann,Borussia M'gladbach,Germany 1. Bundesliga,RW,Gold,81,83,69,80,83,40,64
Denis Bouanga,AS Saint-Étienne,France Ligue 1,LM,Gold,81,71,38,51,51,83,82
Kevin Mbabu,VfL Wolfsburg,Germany 1. Bundesliga,RB,Gold,81,88,66,78,81,78,80
Juan Jesus,Roma,Italy Serie A,CB,Gold,81,93,66,71,79,75,81
Wendell,Bayer 04 Leverkusen,Germany 1. Bundesliga,LB,Gold,81,72,88,66,81,31,61
João Pedro,Cagliari,Italy Serie A,ST,Gold,81,88,66,78,81,78,80
Bernardo Espinosa,RCD Espanyol,Spain Primera Division,CB,Gold,81,78,76,78,82,55,66
William Troost-Ekong,Udinese,Italy Serie A,CB,Gold,81,90,77,74,84,31,61
Jack Grealish,Aston Villa,England Premier League,LW,Gold,81,71,78,77,79,71,79
Weston McKennie,FC Schalke 04,Germany 1. Bundesliga,CM,Gold,81,81,77,68,82,40,83
Theo Hernández,Milan,Italy Serie A,LB,Gold,81,69,69,80,83,64,67
Henrikh Mkhitaryan,Roma,Italy Serie A,RM,Gold,81,81,72,81,83,70,61
Vladimír Darida,Hertha BSC,Germany 1. Bundesliga,CM,Gold,81,80,65,78,87,70,78
Emre Can,Piemonte Calcio,Italy Serie A,CM,Gold,81,86,80,75,82,53,81
Yussuf Poulsen,RB Leipzig,Germany 1. Bundesliga,ST,Gold,81,79,80,61,76,35,74
José Fonte,LOSC Lille,France Ligue 1,CB,Gold,81,71,78,77,79,71,79
Thiago Mendes,Olympique Lyonnais,France Ligue 1,CDM,Gold,81,89,79,61,79,25,73
Houssem Aouar,Olympique Lyonnais,France Ligue 1,CM,Gold,81,75,81,73,82,39,70
Piotr Zieliński,Napoli,Italy Serie A,CM,Gold,81,68,63,76,75,82,82
Tanguy Ndombele,Tottenham Hotspur,England Premier League,CM,Gold,81,78,72,80,82,41,58
Geoffrey Kondogbia,Valencia CF,Spain Primera Division,CM,Gold,81,52,48,62,65,82,74
Gayà,Valencia CF,Spain Primera Division,LB,Gold,81,67,73,79,79,71,72
Youcef Atal,OGC Nice,France Ligue 1,LW,Gold,81,70,82,66,76,36,74
Aaron Cresswell,West Ham United,England Premier League,LB,Gold,81,75,82,73,80,50,70
Marcus Thuram,Borussia M'gladbach,Germany 1. Bundesliga,ST,Gold,81,53,73,87,78,60,56
Francesco Caputo,Sassuolo,Italy Serie A,LW,Gold,81,78,75,80,84,37,61
Fernando,Sevilla FC,Spain Primera Division,CDM,Gold,81,42,69,73,75,78,79
Cesc Fàbregas,AS Monaco,France Ligue 1,CM,Gold,81,81,72,81,83,70,61
Beñat,Athletic Club de Bilbao,Spain Primera Division,CM,Gold,81,80,65,78,87,70,78
Granit Xhaka,Arsenal,England Premier League,CM,Gold,81,78,70,78,79,77,74
Dani Ceballos,Arsenal,England Premier League,CM,Gold,81,69,73,76,79,78,88
Nemanja Matić,Manchester United,England Premier League,CDM,Gold,81,70,44,64,70,82,74
Moussa Sissoko,Tottenham Hotspur,England Premier League,CM,Gold,81,58,60,69,70,80,82
Luka Milivojević,Crystal Palace,England Premier League,CDM,Gold,81,67,76,79,80,71,68
Andrés Guardado,Real Betis Balompié,Spain Primera Division,CM,Gold,81,66,73,79,77,79,79
Dani García,Athletic Club de Bilbao,Spain Primera Division,CM,Gold,81,68,33,48,65,83,75
Ryan Fraser,Bournemouth,England Premier League,LM,Gold,81,83,74,67,75,56,82
Franco Vázquez,Sevilla FC,Spain Primera Division,CM,Gold,81,74,50,72,73,82,78
Matthias Ginter,Borussia M'gladbach,Germany 1. Bundesliga,CB,Gold,81,73,75,82,85,66,57
Luke Shaw,Manchester United,England Premier League,LB,Gold,81,64,73,79,80,76,73
Alessandro Florenzi,Roma,Italy Serie A,RB,Gold,81,79,73,74,81,64,82
Pablo Fornals,West Ham United,England Premier League,CAM,Gold,81,85,81,79,83,33,68
Armando Izzo,Torino,Italy Serie A,CB,Gold,81,64,51,59,56,78,83
Marco Parolo,Lazio,Italy Serie A,CDM,Gold,81,97,71,68,85,40,81
Victor Lindelöf,Manchester United,England Premier League,CB,Gold,81,57,79,73,73,50,84
Wout Weghorst,VfL Wolfsburg,Germany 1. Bundesliga,ST,Gold,81,58,50,73,72,77,73
Rafinha,RC Celta de Vigo,Spain Primera Division,CAM,Gold,81,79,49,72,71,79,77
Nicolò Zaniolo,Roma,Italy Serie A,RW,Gold,80,63,74,77,79,76,83
Rouwen Hennings,Fortuna Düsseldorf,Germany 1. Bundesliga,ST,Gold,80,48,76,81,77,65,73
Andreas Cornelius,Parma,Italy Serie A,ST,Gold,80,65,64,72,72,83,77
Kurt Zouma,Chelsea,England Premier League,CB,Gold,80,82,73,78,83,66,73
Islam Slimani,AS Monaco,France Ligue 1,ST,Gold,80,81,51,77,77,77,77
Luis Muriel,Atalanta,Italy Serie A,ST,Gold,80,75,64,77,77,78,73
Marcos Llorente,Atlético de Madrid,Spain Primera Division,CDM,Gold,80,79,51,68,75,78,74
Šime Vrsaljko,Atlético de Madrid,Spain Primera Division,RB,Gold,80,82,61,78,85,74,66
Mario Hermoso,Atlético de Madrid,Spain Primera Division,CB,Gold,80,71,67,81,79,72,74
João Félix,Atlético de Madrid,Spain Primera Division,CF,Gold,80,89,53,71,76,77,69
Andreas Christensen,Chelsea,England Premier League,CB,Gold,80,77,62,74,79,80,75
Julian Weigl,Borussia Dortmund,Germany 1. Bundesliga,CDM,Gold,80,70,58,77,83,71,66
Matias Vecino,Inter,Italy Serie A,CDM,Gold,80,73,77,81,77,76,75
Marcel Halstenberg,RB Leipzig,Germany 1. Bundesliga,LB,Gold,80,64,38,50,60,81,83
Sven Bender,Bayer 04 Leverkusen,Germany 1. Bundesliga,CB,Gold,80,88,79,63,65,41,90
Lars Bender,Bayer 04 Leverkusen,Germany 1. Bundesliga,RB,Gold,80,64,34,46,63,83,74
Dejan Lovren,Liverpool,England Premier League,CB,Gold,80,55,58,73,79,75,83
Moussa Dembélé,Olympique Lyonnais,France Ligue 1,ST,Gold,80,63,74,77,79,76,83
Benjamin Mendy,Manchester City,England Premier League,LB,Gold,80,71,67,81,79,72,74
Faouzi Ghoulam,Napoli,Italy Serie A,LB,Gold,80,67,61,72,70,78,80
Elseid Hysaj,Napoli,Italy Serie A,RB,Gold,80,66,73,78,83,50,60
Bernat,Paris Saint-Germain,France Ligue 1,LB,Gold,80,78,77,81,81,36,62
Leandro Paredes,Paris Saint-Germain,France Ligue 1,CM,Gold,80,48,76,81,77,65,73
Ferland Mendy,Real Madrid,Spain Primera Division,LB,Gold,80,75,40,59,61,82,79
Odriozola,Real Madrid,Spain Primera Division,RB,Gold,80,73,76,78,83,57,71
Danny Rose,Tottenham Hotspur,England Premier League,LB,Gold,80,86,81,70,76,32,73
Erik Lamela,Tottenham Hotspur,England Premier League,RM,Gold,80,86,72,74,82,34,64
Harry Winks,Tottenham Hotspur,England Premier League,CM,Gold,80,71,79,72,75,58,86
Francis Coquelin,Valencia CF,Spain Primera Division,CM,Gold,80,77,75,80,82,34,48
Carlos Soler,Valencia CF,Spain Primera Division,RM,Gold,80,59,67,81,75,74,75
Maximiliano Gómez,Valencia CF,Spain Primera Division,ST,Gold,80,73,81,74,84,55,75
Mattia Caldara,Milan,Italy Serie A,CB,Gold,80,82,80,74,81,40,70
Munas Dabbur,Sevilla FC,Spain Primera Division,ST,Gold,80,64,51,59,56,78,83
Roberto Pereyra,Watford,England Premier League,LM,Gold,80,63,78,82,78,68,67
Manuel Lanzini,West Ham United,England Premier League,CAM,Gold,80,52,58,69,67,81,76
Sidnei,Real Betis Balompié,Spain Primera Division,CB,Gold,80,91,76,72,83,29,69
Campaña,Levante UD,Spain Primera Division,CM,Gold,80,64,64,65,68,83,69
Loren,Real Betis Balompié,Spain Primera Division,ST,Gold,80,62,49,65,64,80,81
Jony,Lazio,Italy Serie A,LM,Gold,80,59,59,67,66,83,79
Pedro León,SD Eibar,Spain Primera Division,RM,Gold,80,67,68,77,80,76,74
Antunes,Getafe CF,Spain Primera Division,LB,Gold,80,54,40,59,63,80,78
Diego Perotti,Roma,Italy Serie A,LW,Gold,80,70,67,79,76,78,74
Kevin Vogt,TSG 1899 Hoffenheim,Germany 1. Bundesliga,CB,Gold,80,70,66,75,78,78,77
Jorge Molina,Getafe CF,Spain Primera Division,ST,Gold,80,66,48,69,74,79,85
Ibai Gómez,Athletic Club de Bilbao,Spain Primera Division,RM,Gold,80,52,49,71,73,77,77
Aïssa Mandi,Real Betis Balompié,Spain Primera Division,CB,Gold,80,60,73,78,77,70,66
Diogo Jota,Wolverhampton Wanderers,England Premier League,LF,Gold,80,67,75,82,83,59,58
Eric Bailly,Manchester United,England Premier League,CB,Gold,80,60,81,61,79,35,67
Simone Zaza,Torino,Italy Serie A,ST,Gold,80,87,69,76,85,38,44
Naldo,AS Monaco,France Ligue 1,CB,Gold,80,65,71,78,80,73,80
Lars Stindl,Borussia M'gladbach,Germany 1. Bundesliga,CF,Gold,80,88,80,70,78,39,81
Federico Fazio,Roma,Italy Serie A,CB,Gold,80,45,32,44,54,79,82
Youri Tielemans,Leicester City,England Premier League,CM,Gold,80,47,82,80,77,72,81
Loïc Perrin,AS Saint-Étienne,France Ligue 1,CB,Gold,80,87,78,67,77,39,75
Keita Baldé,AS Monaco,France Ligue 1,RM,Gold,80,77,79,69,78,53,72
Rony Lopes,Sevilla FC,Spain Primera Division,LM,Gold,80,82,71,77,81,55,61
Miguel Almirón,Newcastle United,England Premier League,LW,Gold,80,57,72,80,73,77,80
Ştefan Radu,Lazio,Italy Serie A,CB,Gold,80,73,77,81,77,76,75
Josuha Guilavogui,VfL Wolfsburg,Germany 1. Bundesliga,CDM,Gold,80,92,51,70,77,76,66
Ricardo Rodríguez,Milan,Italy Serie A,LB,Gold,80,75,77,79,82,51,72
Tiémoué Bakayoko,AS Monaco,France Ligue 1,CDM,Gold,80,79,51,68,75,78,74
Christoph Kramer,Borussia M'gladbach,Germany 1. Bundesliga,CDM,Gold,80,64,73,76,80,75,62
Manu Trigueros,Villarreal CF,Spain Primera Division,CM,Gold,80,68,61,64,60,81,80
Hakan Çalhanoğlu,Milan,Italy Serie A,LW,Gold,80,78,78,71,75,47,79
Charles,SD Eibar,Spain Primera Division,ST,Gold,80,72,79,61,75,31,77
Mateo Musacchio,Milan,Italy Serie A,CB,Gold,80,60,49,62,66,80,79
Krzysztof Piątek,Milan,Italy Serie A,ST,Gold,80,89,64,73,79,75,81
André Gomes,Everton,England Premier League,CDM,Gold,80,62,49,58,62,81,74
Ante Rebić,Milan,Italy Serie A,ST,Gold,80,76,66,78,80,74,69
Joaquín,Real Betis Balompié,Spain Primera Division,LM,Gold,80,74,60,81,76,78,72
Kamil Glik,AS Monaco,France Ligue 1,CB,Gold,80,70,61,75,74,75,78
Raúl García,Athletic Club de Bilbao,Spain Primera Division,CAM,Gold,80,71,32,63,56,82,74
Callum Wilson,Bournemouth,England Premier League,ST,Gold,80,52,71,74,73,78,77
Santi Mina,RC Celta de Vigo,Spain Primera Division,ST,Gold,80,64,41,65,64,81,75
Melendo,RCD Espanyol,Spain Primera Division,RM,Gold,80,58,50,73,72,77,73
Kevin Strootman,Olympique de Marseille,France Ligue 1,CM,Gold,80,73,70,75,78,73,78
Joaquín Correa,Lazio,Italy Serie A,CF,Gold,80,69,66,72,72,80,80
Davy Klaassen,Werder Bremen,Germany 1. Bundesliga,CM,Gold,80,77,43,74,75,75,81
Héctor Bellerín,Arsenal,England Premier League,RB,Gold,80,81,78,76,81,58,75
Cristian Tello,Real Betis Balompié,Spain Primera Division,LM,Gold,80,77,62,74,79,80,75
Valentin Rongier,Olympique de Marseille,France Ligue 1,CM,Gold,80,79,49,72,71,79,77
Martin Hinteregger,Eintracht Frankfurt,Germany 1. Bundesliga,CB,Gold,80,75,53,70,72,81,77
Mata,Getafe CF,Spain Primera Division,ST,Gold,80,88,73,75,87,30,56
Michael Keane,Everton,England Premier League,CB,Gold,80,68,79,53,72,37,79
Sergi Enrich,SD Eibar,Spain Primera Division,ST,Gold,80,80,65,76,73,75,86
Yeray,Athletic Club de Bilbao,Spain Primera Division,CB,Gold,80,80,77,77,80,48,66
Samu Castillejo,Milan,Italy Serie A,RM,Gold,80,84,76,67,72,31,80
Yann M'Vila,AS Saint-Étienne,France Ligue 1,CDM,Gold,80,90,73,78,81,57,74
Matija Nastasić,FC Schalke 04,Germany 1. Bundesliga,CB,Gold,80,84,76,67,72,31,80
Etienne Capoue,Watford,England Premier League,CDM,Gold,80,90,73,78,81,57,74
Sergi Gómez,Sevilla FC,Spain Primera Division,CB,Gold,80,59,78,60,72,39,82
Maximilian Eggestein,Werder Bremen,Germany 1. Bundesliga,CM,Gold,80,59,78,60,72,39,82
Makoto Hasebe,Eintracht Frankfurt,Germany 1. Bundesliga,CB,Gold,80,68,80,53,72,39,81
Pavel Kadeřábek,TSG 1899 Hoffenheim,Germany 1. Bundesliga,RWB,Gold,80,66,49,66,69,79,78
Portu,Real Sociedad,Spain Primera Division,CF,Gold,80,71,77,81,77,64,80
Iñigo Martínez,Athletic Club de Bilbao,Spain Primera Division,CB,Gold,80,76,76,76,79,41,75
Manuel Lazzari,Lazio,Italy Serie A,RM,Gold,80,85,64,72,74,75,76
Simone Verdi,Torino,Italy Serie A,LM,Gold,80,69,47,72,70,81,74
Sergi Darder,RCD Espanyol,Spain Primera Division,CM,Gold,80,71,77,67,72,47,86
Nathan Aké,Bournemouth,England Premier League,CB,Gold,80,70,73,77,80,56,73
Deulofeu,Watford,England Premier League,RF,Gold,80,76,79,58,78,33,72
Christopher Trimmel,1. FC Union Berlin,Germany 1. Bundesliga,RWB,Gold,79,80,76,76,82,48,61
Santiago Arias,Atlético de Madrid,Spain Primera Division,RB,Gold,79,85,64,79,80,72,78
Vitolo,Atlético de Madrid,Spain Primera Division,LM,Gold,79,77,37,70,76,78,76
Junior Firpo,FC Barcelona,Spain Primera Division,LB,Gold,79,74,44,65,68,78,76
Benjamin Pavard,Bayern München,Germany 1. Bundesliga,CB,Gold,79,82,80,61,73,45,80
Ross Barkley,Chelsea,England Premier League,CAM,Gold,79,73,58,75,75,78,74
Ruben Loftus-Cheek,Chelsea,England Premier League,CM,Gold,79,54,63,71,65,80,84
Michy Batshuayi,Chelsea,England Premier League,ST,Gold,79,77,79,78,77,55,67
Achraf Hakimi,Borussia Dortmund,Germany 1. Bundesliga,LB,Gold,79,87,50,63,78,80,72
Dan-Axel Zagadou,Borussia Dortmund,Germany 1. Bundesliga,CB,Gold,79,83,78,68,77,41,82
Borja Valero,Inter,Italy Serie A,CAM,Gold,79,73,49,69,73,77,77
Antonio Candreva,Inter,Italy Serie A,RM,Gold,79,76,75,75,81,60,77
Kwadwo Asamoah,Inter,Italy Serie A,LB,Gold,79,89,74,74,82,49,70
Rodrigo Bentancur,Piemonte Calcio,Italy Serie A,CM,Gold,79,77,76,68,73,38,88
Lukas Klostermann,RB Leipzig,Germany 1. Bundesliga,RB,Gold,79,71,77,81,77,64,80
Lucas Alario,Bayer 04 Leverkusen,Germany 1. Bundesliga,ST,Gold,79,82,75,60,75,48,80
Adam Lallana,Liverpool,England Premier League,CM,Gold,79,91,76,75,78,49,74
Léo Dubois,Olympique Lyonnais,France Ligue 1,RB,Gold,79,55,81,53,71,30,86
Jason Denayer,Olympique Lyonnais,France Ligue 1,CB,Gold,79,70,67,73,76,74,77
Mário Rui,Napoli,Italy Serie A,LB,Gold,79,87,74,72,79,36,66
Abdou Diallo,Paris Saint-Germain,France Ligue 1,CB,Gold,79,85,64,79,80,72,78
Thilo Kehrer,Paris Saint-Germain,France Ligue 1,CB,Gold,79,85,78,66,73,32,74
Mariano,Real Madrid,Spain Primera Division,ST,Gold,79,68,41,44,59,80,74
Vinícius Jr.,Real Madrid,Spain Primera Division,LW,Gold,79,80,80,66,75,38,73
Ben Davies,Tottenham Hotspur,England Premier League,LB,Gold,79,76,64,75,80,78,73
Eric Dier,Tottenham Hotspur,England Premier League,CDM,Gold,79,75,69,77,84,45,62
Allan Saint-Maximin,Newcastle United,England Premier League,RW,Gold,79,57,66,70,70,79,84
Casimir Ninga,Angers SCO,France Ligue 1,LW,Gold,79,66,49,66,69,79,78
Aaron Wan-Bissaka,Manchester United,England Premier League,RB,Gold,79,82,73,60,77,33,78
Diadie Samassékou,TSG 1899 Hoffenheim,Germany 1. Bundesliga,CDM,Gold,79,92,76,73,82,42,72
Lucas Paquetá,Milan,Italy Serie A,CAM,Gold,79,82,64,75,76,71,76
Raphinha,Stade Rennais,France Ligue 1,RW,Gold,79,74,78,63,72,35,80
Wu Lei,RCD Espanyol,Spain Primera Division,ST,Gold,79,69,78,69,75,48,82
Jonas Hector,1. FC Köln,Germany 1. Bundesliga,LB,Gold,79,76,76,74,82,29,56
Leandro Cabrera,Getafe CF,Spain Primera Division,CB,Gold,79,79,78,67,78,27,68
Anthony Modeste,1. FC Köln,Germany 1. Bundesliga,ST,Gold,79,80,64,71,74,78,81
Martin Škrtel,Atalanta,Italy Serie A,CB,Gold,79,72,75,78,80,40,45
Salomon Kalou,Hertha BSC,Germany 1. Bundesliga,LM,Gold,79,71,37,62,67,80,74
Phil Jones,Manchester United,England Premier League,CB,Gold,79,70,73,77,80,56,73
Escudero,Sevilla FC,Spain Primera Division,LB,Gold,79,71,70,74,74,78,76
Fred,Manchester United,England Premier League,CM,Gold,79,70,76,64,76,33,66
Willy Boly,Wolverhampton Wanderers,England Premier League,CB,Gold,79,77,37,70,76,78,76
Adnan Januzaj,Real Sociedad,Spain Primera Division,RW,Gold,79,52,42,63,60,80,76
Granero,RCD Espanyol,Spain Primera Division,CM,Gold,79,80,64,74,82,28,68
Joshua King,Bournemouth,England Premier League,CF,Gold,79,69,47,72,70,81,74
Shkodran Mustafi,Arsenal,England Premier League,CB,Gold,79,73,58,75,75,78,74
Ruben Aguilar,AS Monaco,France Ligue 1,RB,Gold,79,67,71,79,82,62,65
Damián Suárez,Getafe CF,Spain Primera Division,RB,Gold,79,64,59,77,78,68,66
Iago Falqué,Torino,Italy Serie A,CF,Gold,79,61,62,77,74,73,68
Franck Yannick Kessié,Milan,Italy Serie A,CM,Gold,79,53,33,65,57,78,83
Yuri Berchiche,Athletic Club de Bilbao,Spain Primera Division,LB,Gold,79,81,50,70,72,76,81
Jean-Philippe Gbamin,Everton,England Premier League,CDM,Gold,79,93,70,70,86,23,63
James Ward-Prowse,Southampton,England Premier League,CM,Gold,79,69,54,75,74,79,69
Max-Alain Gradel,Toulouse FC,France Ligue 1,LW,Gold,79,77,75,63,78,43,75
Kenny Lala,RC Strasbourg,France Ligue 1,RWB,Gold,79,76,79,58,78,33,72
Dante,OGC Nice,France Ligue 1,CB,Gold,79,85,50,63,70,79,75
John Brooks,VfL Wolfsburg,Germany 1. Bundesliga,CB,Gold,79,87,50,63,78,80,72
Ömer Toprak,Werder Bremen,Germany 1. Bundesliga,CB,Gold,79,65,46,59,60,79,75
Richarlison,Everton,England Premier League,RM,Gold,79,77,44,58,68,78,80
Mario Gaspar,Villarreal CF,Spain Primera Division,RB,Gold,79,83,71,72,81,75,69
Carlos Bacca,Villarreal CF,Spain Primera Division,ST,Gold,79,75,62,72,72,75,87
Wahbi Khazri,AS Saint-Étienne,France Ligue 1,ST,Gold,79,85,74,71,82,44,64
Alex Iwobi,Everton,England Premier League,LM,Gold,79,62,67,75,84,54,45
Jonny Evans,Leicester City,England Premier League,CB,Gold,79,49,53,60,57,79,84
Stanislav Lobotka,RC Celta de Vigo,Spain Primera Division,CM,Gold,79,74,68,78,82,79,74
Ishak Belfodil,TSG 1899 Hoffenheim,Germany 1. Bundesliga,ST,Gold,79,48,69,84,82,66,60
Marc Roca,RCD Espanyol,Spain Primera Division,CDM,Gold,79,65,80,76,77,70,69
Téji Savanier,Montpellier HSC,France Ligue 1,CM,Gold,79,90,78,71,82,44,63
Mamadou Sakho,Crystal Palace,England Premier League,CB,Gold,79,81,64,74,79,76,73
Danny da Costa,Eintracht Frankfurt,Germany 1. Bundesliga,RWB,Gold,79,64,68,80,81,63,66
Cote,SD Eibar,Spain Primera Division,LB,Gold,79,75,40,59,64,79,80
André Silva,Eintracht Frankfurt,Germany 1. Bundesliga,ST,Gold,79,93,70,71,84,29,63
Fabián Balbuena,West Ham United,England Premier League,CB,Gold,79,72,81,60,74,35,71
Diego Carlos,Sevilla FC,Spain Primera Division,CB,Gold,79,71,61,74,78,71,77
Kike García,SD Eibar,Spain Primera Division,ST,Gold,79,53,45,55,49,80,79
Munir,Sevilla FC,Spain Primera Division,ST,Gold,79,78,72,77,78,75,76
Rubén Peña,Villarreal CF,Spain Primera Division,RB,Gold,79,69,77,62,71,37,82
Sead Kolašinac,Arsenal,England Premier League,LB,Gold,79,69,73,77,79,71,74
Kevin-Prince Boateng,Fiorentina,Italy Serie A,CF,Gold,79,74,78,76,79,61,67
Takashi Inui,SD Eibar,Spain Primera Division,LM,Gold,79,77,52,70,75,78,70
Federico Chiesa,Fiorentina,Italy Serie A,RW,Gold,79,74,44,65,68,78,76
Mathieu Debuchy,AS Saint-Étienne,France Ligue 1,RB,Gold,79,75,73,78,77,70,75
Séamus Coleman,Everton,England Premier League,RB,Gold,79,67,76,64,74,42,72
Maximilian Arnold,VfL Wolfsburg,Germany 1. Bundesliga,CM,Gold,79,50,49,69,71,80,71
Jefferson Lerma,Bournemouth,England Premier League,CDM,Gold,79,74,74,77,78,72,76
Milot Rashica,Werder Bremen,Germany 1. Bundesliga,LW,Gold,79,83,49,73,79,73,67
Leonardo Spinazzola,Roma,Italy Serie A,LM,Gold,79,58,45,66,64,79,78
Jack Wilshere,West Ham United,England Premier League,CM,Gold,79,62,73,81,81,56,58
Davide Zappacosta,Roma,Italy Serie A,RB,Gold,79,89,75,73,79,38,64
Jeison Murillo,Sampdoria,Italy Serie A,CB,Gold,79,89,79,66,73,41,82
Daniele Baselli,Torino,Italy Serie A,CM,Gold,79,62,78,70,71,51,85
Niklas Stark,Hertha BSC,Germany 1. Bundesliga,CB,Gold,79,68,59,57,66,77,84
Roque Mesa,CD Leganés,Spain Primera Division,CDM,Gold,79,62,78,70,71,51,85
Laguardia,Deportivo Alavés,Spain Primera Division,CB,Gold,79,73,77,76,79,64,74
Senad Lulić,Lazio,Italy Serie A,LM,Gold,79,54,37,57,59,80,70
Domenico Criscito,Genoa,Italy Serie A,LB,Gold,79,64,47,58,63,80,67
Merino,Real Sociedad,Spain Primera Division,CM,Gold,79,65,68,72,73,79,79
Jonny,Wolverhampton Wanderers,England Premier League,LWB,Gold,79,54,57,65,66,81,80
Rubén Alcaraz,Real Valladolid,Spain Primera Division,CM,Gold,79,73,66,75,82,64,68
Morgan Sanson,Olympique de Marseille,France Ligue 1,CM,Gold,79,65,78,58,62,32,74
Fabian Schär,Newcastle United,England Premier League,CB,Gold,79,72,68,76,78,72,72
Andriy Yarmolenko,West Ham United,England Premier League,RM,Gold,79,83,79,71,80,36,73
Milan Badelj,Fiorentina,Italy Serie A,CDM,Gold,79,61,63,71,74,77,73
Nikola Kalinić,Roma,Italy Serie A,ST,Gold,79,73,67,76,82,54,64
Niklas Moisander,Werder Bremen,Germany 1. Bundesliga,CB,Gold,79,71,61,70,77,77,69
Daniel Caligiuri,FC Schalke 04,Germany 1. Bundesliga,RWB,Gold,79,82,76,67,75,27,74
James Tarkowski,Burnley,England Premier League,CB,Gold,79,74,66,78,79,31,62
Javier Pastore,Roma,Italy Serie A,CM,Gold,79,75,74,78,81,47,74
Eljif Elmas,Napoli,Italy Serie A,CAM,Gold,78,51,49,58,56,77,87
Amir Rrahmani,Hellas Verona,Italy Serie A,CB,Gold,78,87,73,71,83,43,66
Andrea Masiello,Atalanta,Italy Serie A,CB,Gold,78,77,74,77,80,40,67
Rafael Tolói,Atalanta,Italy Serie A,CB,Gold,78,93,63,70,84,33,51
Remo Freuler,Atalanta,Italy Serie A,CM,Gold,78,79,77,55,74,27,66
Marten de Roon,Atalanta,Italy Serie A,CM,Gold,78,51,65,67,70,79,82
Hans Hateboer,Atalanta,Italy Serie A,RM,Gold,78,76,61,71,73,78,71
Mahmoud Dahoud,Borussia Dortmund,Germany 1. Bundesliga,CM,Gold,78,54,43,56,64,80,76
Roberto Gagliardini,Inter,Italy Serie A,CDM,Gold,78,80,50,66,71,76,87
Diego Demme,RB Leipzig,Germany 1. Bundesliga,CDM,Gold,78,75,74,78,81,47,74
Julian Baumgartlinger,Bayer 04 Leverkusen,Germany 1. Bundesliga,CDM,Gold,78,82,53,61,64,78,81
Nadiem Amiri,Bayer 04 Leverkusen,Germany 1. Bundesliga,CAM,Gold,78,76,46,52,70,78,79
